dataset,computer,zarr_path,smoothing,peak_method,normalisation,omp_coefs,bin_tol,dimred,n_components,clustering,n_clusters,run_id,n_features,n_clusters_found,davies_bouldin,calinski_harabasz,paep,runtime_sec,slide,matrix,sample_name,experiment,tissue,filtering
DHB_1_1hnr,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\1 1hnr.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_1_1hnr_OMP_pca10_kmeans3_median_filtering,220,3,0.6209437533653132,7175.780667496944,1.112037809285516,31.06292300000496,060326 DHB Slide 11 50 um,DHB,1 1hnr,liver_PC,liver,median
DHB_1_pra,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\1 pra.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_1_pra_OMP_pca10_kmeans3_median_filtering,218,3,0.8029995971422718,9876.804584965845,2.182881612616847,31.77004920000036,060326 DHB Slide 11 50 um,DHB,1 pra,liver_PC,liver,median
DHB_10_1hnr,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\10 1hnr.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_10_1hnr_OMP_pca10_kmeans3_median_filtering,205,3,0.5508179091741859,8881.924225614877,1.4925373134328357,25.20352300000377,060326 DHB Slide 11 50 um,DHB,10 1hnr,liver_PC,liver,median
DHB_10_pra,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\10 pra.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_10_pra_OMP_pca10_kmeans3_median_filtering,199,3,0.9970327513283084,3685.2591849228647,15.248756218905474,28.017275199992586,060326 DHB Slide 11 50 um,DHB,10 pra,liver_PC,liver,median
DHB_21_1hnr,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\21 1hnr.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_21_1hnr_OMP_pca10_kmeans3_median_filtering,206,3,0.9885426685105182,5411.775607413725,7.21139866240186,27.808306699997047,060326 DHB Slide 11 50 um,DHB,21 1hnr,liver_PC,liver,median
DHB_21_pra,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\21 pra.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_21_pra_OMP_pca10_kmeans3_median_filtering,203,3,1.1318292692085663,5957.310844198089,11.44578313253012,30.053556900005788,060326 DHB Slide 11 50 um,DHB,21 pra,liver_PC,liver,median
DHB_28_1hnr,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\28 1hnr.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_28_1hnr_OMP_pca10_kmeans3_median_filtering,209,3,0.7069565514520292,6551.920745021405,4.622900035744072,29.05267459999596,060326 DHB Slide 11 50 um,DHB,28 1hnr,liver_PC,liver,median
DHB_28_pra,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\28 pra.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_28_pra_OMP_pca10_kmeans3_median_filtering,201,3,1.0020467383768257,7361.935474127201,4.903969270166454,28.8710049999936,060326 DHB Slide 11 50 um,DHB,28 pra,liver_PC,liver,median
DHB_49_1hnr,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\49 1hnr.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_49_1hnr_OMP_pca10_kmeans3_median_filtering,199,3,1.0488233799275173,12153.79744991072,20.7570551456092,32.61645280000812,060326 DHB Slide 11 50 um,DHB,49 1hnr,liver_PC,liver,median
DHB_49_pra,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\49 pra.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_49_pra_OMP_pca10_kmeans3_median_filtering,179,3,0.7739519539109111,16509.133533504726,2.9910783353101955,34.639024399992195,060326 DHB Slide 11 50 um,DHB,49 pra,liver_PC,liver,median
DHB_matrix_1,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 1.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_matrix_1_OMP_pca10_kmeans3_median_filtering,246,3,1.5506588838469193,118.10158834053377,61.70678336980306,20.112124599996605,060326 DHB Slide 11 50 um,DHB,matrix 1,liver_PC,liver,median
DHB_matrix_2,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 2.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_matrix_2_OMP_pca10_kmeans3_median_filtering,241,3,1.5520903927131304,118.52528179606342,52.77777777777778,19.50472969999828,060326 DHB Slide 11 50 um,DHB,matrix 2,liver_PC,liver,median
DHB_matrix_3,PC,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 3.zarr,,OMP,TIC,700,0.005,pca,10,kmeans,3,DHB_matrix_3_OMP_pca10_kmeans3_median_filtering,234,3,1.5305039036886383,74.16963184316904,24.20212765957447,21.039925799996126,060326 DHB Slide 11 50 um,DHB,matrix 3,liver_PC,liver,median
DHB_1_1hnr,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\1 1hnr.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_1_1hnr_OMP_pca10_kmeans4_smoothing,226,4,0.5551242345662897,11198.59807317437,1.05643591882124,28.78880650002975,060326 DHB Slide 11 50 um,DHB,1 1hnr,liver_PC,liver,
DHB_1_pra,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\1 pra.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_1_pra_OMP_pca10_kmeans4_smoothing,224,4,0.7002909759179228,17858.0076753406,0.8355527703796544,24.951369200018235,060326 DHB Slide 11 50 um,DHB,1 pra,liver_PC,liver,
DHB_10_1hnr,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\10 1hnr.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_10_1hnr_OMP_pca10_kmeans4_smoothing,226,4,0.5817484225142358,11923.727594772165,1.42590618336887,15.57702570001129,060326 DHB Slide 11 50 um,DHB,10 1hnr,liver_PC,liver,
DHB_10_pra,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\10 pra.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_10_pra_OMP_pca10_kmeans4_smoothing,206,4,0.5955954791087629,4344.312574185395,1.9651741293532337,14.539074999978766,060326 DHB Slide 11 50 um,DHB,10 pra,liver_PC,liver,
DHB_21_1hnr,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\21 1hnr.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_21_1hnr_OMP_pca10_kmeans4_smoothing,228,4,0.7795440194702086,6479.731759413893,2.122710090142484,17.107494800002314,060326 DHB Slide 11 50 um,DHB,21 1hnr,liver_PC,liver,
DHB_21_pra,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\21 pra.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_21_pra_OMP_pca10_kmeans4_smoothing,216,4,0.543929504108349,9222.61539317906,0.9309967141292442,18.612171499989927,060326 DHB Slide 11 50 um,DHB,21 pra,liver_PC,liver,
DHB_28_1hnr,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\28 1hnr.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_28_1hnr_OMP_pca10_kmeans4_smoothing,228,4,0.7706146887566312,9617.61174620192,1.310615989515072,18.392510800040327,060326 DHB Slide 11 50 um,DHB,28 1hnr,liver_PC,liver,
DHB_28_pra,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\28 pra.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_28_pra_OMP_pca10_kmeans4_smoothing,219,4,0.9652726146502888,6997.296505465832,2.087067861715749,17.91343750001397,060326 DHB Slide 11 50 um,DHB,28 pra,liver_PC,liver,
DHB_49_1hnr,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\49 1hnr.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_49_1hnr_OMP_pca10_kmeans4_smoothing,208,4,0.6608886524621855,16146.525310969411,2.315101672956684,27.129900800006,060326 DHB Slide 11 50 um,DHB,49 1hnr,liver_PC,liver,
DHB_49_pra,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\49 pra.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_49_pra_OMP_pca10_kmeans4_smoothing,209,4,1.1467887585702623,12785.935345856662,2.7486978495178174,27.30412079999224,060326 DHB Slide 11 50 um,DHB,49 pra,liver_PC,liver,
DHB_matrix_1,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 1.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_matrix_1_OMP_pca10_kmeans4_smoothing,254,4,1.6940507162495355,82.19797054261376,31.291028446389497,11.591193700034635,060326 DHB Slide 11 50 um,DHB,matrix 1,liver_PC,liver,
DHB_matrix_2,pc,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 2.zarr,8_connectivity,OMP,TIC,700,0.005,pca,10,kmeans,4,DHB_matrix_2_OMP_pca10_kmeans4_smoothing,243,4,1.706736538363213,76.59440507024945,19.753086419753085,11.8237458000076,060326 DHB Slide 11 50 um,DHB,matrix 2,liver_PC,liver,
