component,explained_variance_ratio
PC1,0.44470130659135104
PC2,0.19306116908339893
PC3,0.040279624549835726
PC4,0.03607893600315461
PC5,0.02055170987791412
PC6,0.013864972279318283
PC7,0.013525688499094088
PC8,0.008603002575165542
PC9,0.007917740281087306
PC10,0.0076089878649599286
