SPC1,SPC2,SPC3,SPC4,SPC5,SPC6,SPC7,SPC8,SPC9,SPC10,cluster
13.250553862530634,2.765428158447536,-2.000769486087583,-3.518037992586113,1.246321264583171,-2.2027775736137998,0.1645625850447921,0.0710179402791078,-0.06912938670165927,-0.09709000499722897,0
13.060566127204293,2.8476531681974415,-0.6449538294685947,-2.901585240828435,0.6633374664009046,-1.7170990390119072,2.758722165656796,-0.13407334126551435,-0.4568112772751734,-1.494383374427285,0
13.507032779878225,2.7849758323636546,-1.7644524737124165,-3.7514756675664125,1.2521036713520068,-2.0399463310102335,1.7601798662354717,-0.07034226394785222,-0.01775968588740401,-1.0766694127486225,0
12.983402738589145,3.1646236896330215,-1.7178543417119927,-3.918517951011432,0.7118511956697806,-1.9114405763422564,0.20763301216573615,-0.06154571746131267,0.35705635192345053,-0.40657708375015145,0
13.615901392477937,3.293256894904707,-2.0033911395825816,-3.892527737313978,1.2449928638281285,-2.0464414538462887,0.9003345683973993,0.1739140569605961,0.14110597119518453,-0.3485871484495686,0
13.179469884150155,3.0241355288438916,-2.311747738810647,-4.336299274241952,1.170438052089572,-2.034915927656554,-1.2459798692866686,0.38498550075449267,0.09475853677086453,0.15156836299413068,0
13.606210741526954,3.2316118904628004,-2.2897591857651634,-4.251976566930474,0.9763338955634986,-1.8034617941037507,-0.978349892577596,0.025106609352781195,0.19470583718805018,0.15729965874853924,0
14.841810588785563,3.9005828939927403,-2.9111597831896145,-4.4456145067117205,1.837353699039648,-3.0449800233262967,3.2367437004609565,0.46220480509122375,0.40629282555189844,-0.41299814345962754,0
13.967313341230904,3.4888407189329014,-2.7074463254763748,-4.106166179119206,1.2612005645413453,-2.111509660658281,0.4863721712615492,0.2786991221202092,0.31808487690156784,0.05978676187309914,0
14.611977497526652,3.3640928297905344,-2.9019715936494794,-4.165352694540548,1.619347721161945,-2.528870179201422,3.1497096274622933,0.46913028698044446,0.33539405277424694,-0.5712393472324324,0
13.706745858596836,2.9831829905096807,-2.9947199653907703,-4.367643108869081,1.8012380728743373,-2.441408367129929,0.7338339887923313,0.501135793087931,0.11409282054760464,-0.11292839097803567,0
13.957104296621967,3.065753232607811,-2.938080475451914,-4.419831149147161,1.591473123678897,-2.5853581594009083,0.985339223315052,0.45484092260175335,0.1892583726671483,-0.03503526422294795,0
13.847898653492825,3.132615595811621,-2.7478804131868335,-4.154749046704853,1.4383326228791131,-2.34475282811604,0.5814579878980309,0.6316288234737071,0.10475148622826251,0.018854739173797347,0
13.183871822484242,2.5668085024938776,-2.2265568193977874,-3.794314664800944,1.3684759845960555,-1.5383636805703578,-1.36646087608436,-0.03310010278010189,0.2479934910248715,0.10925997397083996,0
12.428413430246298,2.7784092815972756,-2.037979685811843,-3.8494573096019877,0.7515658252811397,-1.391963632013941,-1.7758334501891566,0.07243373332244119,0.43930912972521075,-0.13741459366194494,0
13.557792781233678,2.8406677505976505,-2.4311487298413317,-4.145864204862166,1.314569998133447,-2.0994254375830677,-0.5752552042265654,0.11110740719644,0.3466885005884237,-0.12213001085809486,0
13.897035825376019,3.0264791493076104,-2.732594820405536,-4.458863309222055,1.459437720791224,-2.3563736510208813,-0.5329750989037232,0.09151947103461107,0.3191145385728267,0.2023395341493238,0
13.42067886585791,2.7673933718995753,-2.574368902770744,-4.479484482116005,1.2911456464395936,-2.080884973223026,-1.3429981344015238,-0.09428562028660513,0.31191991176547845,0.16543663592956692,0
13.692533041851288,2.93310953015546,-2.592495270393101,-4.139298839534838,1.151114149392796,-2.0115145767453306,-0.7543116706936758,0.06901736336441178,0.20317184169008792,0.17308205385092537,0
13.37863371641713,3.0446530837335803,-2.633024424004651,-4.236669326228643,1.165837626449842,-2.281902912465679,-0.9832426179731221,0.3922730988988006,0.22941325534168516,0.26984420708992124,0
14.048505632209773,3.2142095750405737,-2.506310997912524,-4.295932186656066,1.4772729634700155,-2.249986869240922,0.553624376042331,0.1672228168172004,0.32176424329521136,-0.1755064778151634,0
13.511928761403393,2.9866169729064804,-2.2804280039769544,-4.204446318102516,1.365204255267001,-2.080759286382221,-0.17016371050431334,-0.05009425116294608,0.2989395113806664,-0.2348682359772275,0
