component,explained_variance_ratio
PC1,0.4600458250187905
PC2,0.1755203937353374
PC3,0.04729941085663297
PC4,0.03354333443999049
PC5,0.02250379264515753
PC6,0.013675992361765582
PC7,0.009401171264643403
PC8,0.008729844251230065
PC9,0.00606798710393417
PC10,0.005548516265323035
