component,explained_variance_ratio
PC1,0.0074815220110759735
PC2,0.0070586101665221215
PC3,0.007027530222462344
PC4,0.007021340154922733
PC5,0.007000325762931906
PC6,0.006993181094258294
PC7,0.006979623243297559
PC8,0.00697315775276636
PC9,0.0069690133093101665
PC10,0.006965799628629103
