component,explained_variance_ratio
PC1,0.3692036722955321
PC2,0.10127651611903703
PC3,0.0555493558205725
PC4,0.03539228284996239
PC5,0.020302852983843808
PC6,0.01823784437780172
PC7,0.013355573379302722
PC8,0.010205792326179458
PC9,0.007924641934984543
PC10,0.00781426599921989
