component,explained_variance_ratio
PC1,0.4375761083861765
PC2,0.19627502350729586
PC3,0.05066873529187268
PC4,0.029364378069597605
PC5,0.021733448951324997
PC6,0.009836553450927396
PC7,0.00881535871851799
PC8,0.00703269274075013
PC9,0.006280382946338065
PC10,0.005743234227415136
