component,explained_variance_ratio
PC1,0.42188224220150106
PC2,0.1517835326644725
PC3,0.028857997013086483
PC4,0.020690156723540035
PC5,0.01152286571574691
PC6,0.00757354140884819
PC7,0.006305218967558793
PC8,0.004857693058853393
PC9,0.004237810855973193
PC10,0.003908976135634747
