mz,p_value,adjusted_p_value,significant_after_fdr
100.92544123254729,0.00259175658712917,0.0037342452051289674,True
102.04323504212876,0.46857550226691624,0.48083474505878326,False
103.06239998615894,3.05732807421971e-08,1.3445097700373784e-07,True
104.0158123531549,1.9032378664194185e-05,4.279254565898437e-05,True
105.03497729718508,1.3790295425911075e-09,8.25080387346883e-09,True
106.02126595269814,5.5577277077665954e-73,9.80938940420804e-71,True
107.00755460821122,3.4520351870787194e-10,2.2566081871088666e-09,True
107.89521439817298,9.1130173131486e-10,5.640451343554666e-09,True
109.01300820775448,0.008159032887394196,0.01090961594412936,True
109.96642057475044,9.062200457466776e-07,2.690938304779701e-06,True
110.9855855187806,0.0033071940483076156,0.004707417334889469,True
112.00475046281078,5.655494871690974e-07,1.8657847567354334e-06,True
113.05679169535806,2.8517270520125005e-08,1.296801463164204e-07,True
114.04308035087112,0.005523279587327081,0.007527867545662007,True
114.96361642935,7.725980239739726e-05,0.00015673971405908755,True
116.01565766189728,5.8115827778350986e-08,2.385452000669523e-07,True
117.03482260592745,1.6408555360639195e-08,8.274600060436622e-08,True
118.02111126144052,0.19893540202214743,0.21607445204251705,False
119.04027620547068,0.0007154108228215222,0.0011637788961105869,True
119.99368857246664,4.028183457613239e-14,3.8431047582093877e-13,True
120.97997722797972,8.958032497597536e-07,2.690938304779701e-06,True
122.032018460527,6.688142186514233e-07,2.1724438004671397e-06,True
123.05118340455718,3.778753692567834e-08,1.6071084981643923e-07,True
124.03747206007024,0.000121833410091337,0.00023501198777181397,True
124.99088442706622,0.5103474325452045,0.519171883828407,False
125.97717308257928,2.4289002651573497e-06,6.876542481393822e-06,True
126.89770916105816,0.004877314783496579,0.00672535983818083,True
128.01550297063963,1.2724838846963542e-24,2.245934056489065e-23,True
129.0017916261527,0.0002867893526328626,0.0005011714924722797,True
130.02095657018288,6.561182847997041e-18,8.57813905682576e-17,True
131.00724522569595,4.98986612342998e-17,5.871409138569277e-16,True
131.99353388120903,0.7822346344344301,0.7844568919186189,False
133.0126988252392,0.022833201025174086,0.02899323727297285,True
134.06474005778648,1.638656992002585e-05,3.756142325824107e-05,True
135.05102871329956,0.04775948993116726,0.05833598597128734,False
135.9715647917784,0.787848136492153,0.787848136492153,False
136.99072973580857,1.1186168518021228e-34,3.589743169874085e-33,True
138.00989467983874,5.86061464474476e-27,1.2169393938793532e-25,True
138.99618333535182,3.637468948918441e-11,2.9182421340186585e-10,True
139.78521425976228,1.0795576339774892e-07,4.2342649421561516e-07,True
140.77150291527536,0.07498992485841359,0.08820670874152295,False
141.79066785930553,0.0038722437603300338,0.005445824890025904,True
142.908461668887,7.107112000984697e-05,0.0001458610776946278,True
144.0920080555027,3.648892344626481e-09,1.9538637596763974e-08,True
144.91391526843026,6.360462315234723e-06,1.6037451409127552e-05,True
146.06458536652883,3.308901272043087e-08,1.424441645160012e-07,True
147.0508740220419,0.052977036794312746,0.06382557675219248,False
148.07003896607208,0.19035999078356083,0.20804048528358196,False
149.08920391010224,8.538197657796935e-13,7.534959433005795e-12,True
150.10836885413244,0.27117943610060224,0.29007982104094726,False
151.09465750964551,5.781159581779326e-06,1.4788038640348565e-05,True
152.01519358812436,1.2352528140532046e-10,9.084255070016274e-10,True
153.00148224363744,0.001118290239741066,0.0017313879588973524,True
154.0206471876676,7.671061526713507e-32,2.0829882453306678e-30,True
155.03981213169777,7.12995089898293e-30,1.6779151115606495e-28,True
156.02610078721085,3.011653580848964e-29,6.644460712748026e-28,True
157.04526573124105,7.067422072392282e-21,9.979199966217903e-20,True
158.0315543867541,0.0007780673202329936,0.0012372141154838529,True
158.98496675375006,0.007353596323970237,0.009870036130652068,True
160.00413169778022,0.004855894085065272,0.006722080831482514,True
161.02329664181042,0.7277554282935248,0.7339933319646121,False
162.1410904513919,5.8170482329833815e-05,0.00012008292551129437,True
163.09450281838787,0.03347572966669907,0.041462921306472875,True
164.11366776241803,9.07143507843582e-07,2.690938304779701e-06,True
164.93557497534562,5.282304468901606e-07,1.7591070542662894e-06,True
166.11912136196128,2.972841512850191e-05,6.321765385759743e-05,True
167.07253372895724,0.0040920010332772296,0.005732049066455802,True
168.05882238447032,6.758251065806672e-06,1.691959309382805e-05,True
169.0779873285005,0.03761971822990798,0.04627094263121086,True
170.09715227253065,0.13755825445570155,0.15366475893310963,False
171.11631721656084,0.1816484750467484,0.20038097403594432,False
172.0697295835568,1.132918099722021e-16,1.2900648038770112e-15,True
173.088894527587,1.849692568890439e-07,6.801473716857551e-07,True
174.07518318310005,0.015597047792220339,0.020094006827203574,True
174.99571926157893,0.05827011477315194,0.06972661191499199,False
176.0148842056091,1.772694604956922e-12,1.5262468184141304e-11,True
177.03404914963926,9.730153798224973e-34,2.862286908977846e-32,True
178.05321409366945,7.95315463331041e-16,8.773323704870545e-15,True
179.63127594249036,0.22828068189285758,0.24681492952692352,False
181.0778326372429,0.17398175543744315,0.19252526542137127,False
182.03124500423883,0.09932026614129799,0.11346295776012359,False
183.1161625253032,0.1508947657730316,0.16803107986712984,False
184.0695748922992,2.2854447648613717e-08,1.1158248114465194e-07,True
185.08873983632932,2.435036289445404e-06,6.876542481393822e-06,True
186.6339253966332,2.266201301522823e-10,1.599938118875113e-09,True
188.14623466841988,0.004495288465446537,0.00624738908780562,True
189.09964703541584,9.744344418714779e-05,0.00018899744943990754,True
190.6448325957197,2.6868976763264503e-09,1.5055156821321224e-08,True
192.025636713438,2.5191812055667556e-61,2.9642365518835486e-59,True
193.01192536895104,1.117138552593968e-47,6.572498484427844e-46,True
194.0310903129812,4.5884860277746206e-82,1.619735567804441e-79,True
195.01737896849423,5.781459785509795e-59,5.102138260712394e-57,True
196.03654391252445,3.2068400603011076e-25,5.9579712699278475e-24,True
197.02283256803756,3.3764302555899995e-09,1.862312312848859e-08,True
198.53514183982423,0.1087041432468819,0.12338444555031933,False
200.54059543936745,0.3922192471277837,0.4072158654003166,False
202.21728615373968,0.36896848735396326,0.3864862790384244,False
203.6967191370093,2.8654536579832267e-08,1.296801463164204e-07,True
205.60354387100125,5.225887761142435e-10,3.2941756780058562e-09,True
206.98434798871955,2.4037296787061205e-05,5.2056231692224574e-05,True
208.62816241457463,2.267013025863688e-09,1.3118944231637407e-08,True
210.666492302635,3.2839111133621215e-07,1.1254569155503194e-06,True
212.54044074810983,7.308519952237103e-08,2.965410969126089e-07,True
214.54589434765307,8.69184146676592e-06,2.1160138191506e-05,True
216.51847165867923,1.1355575168087812e-05,2.7268830165544198e-05,True
218.62255412377377,2.5910616726459785e-18,3.5178645017078096e-17,True
220.5293788577657,3.6183180361518086e-06,9.825125128935296e-06,True
222.66633761137732,8.276208617854567e-06,2.043008141330533e-05,True
224.7375437879548,7.281474007404197e-11,5.468851754497196e-10,True
226.6114922334297,2.30751306616419e-08,1.1158248114465194e-07,True
228.7155746985242,1.890828278059838e-07,6.810840634235946e-07,True
230.65527572103323,1.482478586205918e-08,7.58427450624187e-08,True
232.59497674354228,1.710884957976231e-17,2.0825599660883087e-16,True
234.0744097268119,0.00046307691595879214,0.0007858949583339117,True
235.7511004411841,3.751806871424391e-10,2.4079778647505634e-09,True
237.62504888665893,6.639110678134968e-11,5.094795803003573e-10,True
239.8277602173048,1.6190723192789174e-10,1.1663929157254242e-09,True
241.8003375283309,9.267597108390104e-10,5.640451343554666e-09,True
243.04963649198083,0.0008131415589148549,0.0012757287568753055,True
244.69345091783595,2.8317936377474167e-14,2.776730983680106e-13,True
246.633151940345,2.848270392232042e-10,1.9335374008805978e-09,True
248.73723440543955,8.283889087205616e-07,2.5322209457400655e-06,True
250.6769354279486,3.370570697479085e-12,2.8328844195478976e-11,True
252.74814160452604,1.9514297085472094e-09,1.1480911451952748e-08,True
254.72071891555217,0.0007989556923607362,0.00125906856876491,True
256.75904880361253,8.380741052846389e-05,0.00016714133286185173,True
258.73162611463863,2.4275306632527926e-07,8.48433984285382e-07,True
260.769956002699,9.912013970368104e-07,2.8916867202809425e-06,True
262.6439044481739,1.8579622136821066e-06,5.3322004994291354e-06,True
264.6493580477171,1.4782024111319815e-07,5.671483277442155e-07,True
266.7534405128116,4.023774659291308e-11,3.156427677177404e-10,True
268.7588941123549,3.6531163778652188e-09,1.9538637596763974e-08,True
270.8301002889324,8.175896767779683e-07,2.531659262303709e-06,True
272.7369250229243,2.623793069910095e-08,1.2349319382376846e-07,True
274.7752549109846,0.19169283172630283,0.20885052345489166,False
