component,explained_variance_ratio
PC1,0.4156968768156378
PC2,0.15033855357888834
PC3,0.050844434748133195
PC4,0.044542131374663896
PC5,0.014977392005880257
PC6,0.014186460781926764
PC7,0.011002870629945536
PC8,0.008401202031173106
PC9,0.006518659778762108
PC10,0.005896812097807221
