component,explained_variance_ratio
PC1,0.5568959774227574
PC2,0.10436573470304024
PC3,0.02236995921240727
PC4,0.017167366242891134
PC5,0.013480201733435641
PC6,0.009243421180112546
PC7,0.008119238011053449
PC8,0.006519214764409127
PC9,0.004820508962624347
PC10,0.0041294743966254505
