component,explained_variance_ratio
PC1,0.10523307414817423
PC2,0.05939975701701181
PC3,0.034877888519015264
PC4,0.024808341761590417
PC5,0.022020318388103255
PC6,0.016535662450534675
PC7,0.014044239321583007
PC8,0.0112213192755713
PC9,0.010890723180094803
PC10,0.010610983510819074
