PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster
-15.945419788735594,-9.233129520575647,-2.02943927602701,0.16050402720561904,0.6533778510346326,-0.5124977139015274,0.02163524568704198,0.7925567050674023,0.839526091879235,0.3382270256398659,1
-14.469034558659208,-9.863228011753828,-1.8710766663929674,0.06553149484939849,0.3252600405153203,1.1033411256263992,0.8445711441664183,0.5119086363311345,1.3450609173430954,0.8720920429074388,1
-13.261847340691787,-8.288804162309535,-0.9395502990428387,0.16155542482107738,0.17198979715533314,-0.8703145312679371,-0.9162737799882201,0.0036950220571263727,-0.04543996424586662,-0.8553737214005416,1
-12.157347558102849,-9.824556667228597,-1.163688326957678,-0.7538705331918096,-1.4273534629013487,-2.517716878562372,-2.7199136086867486,0.9604938968114167,-0.9734087176965176,-0.5752861806181511,1
-12.664208712917931,-8.520704943058764,-1.6036464379063144,-0.5340973041924616,-0.1762198050894908,-0.2504199841370677,-1.0646489109959776,0.5131357956221099,-1.2590057214874892,-0.2453788954195576,1
-11.808361158285386,-10.096420351065404,-0.6214685856943638,-1.5759164470885765,-0.5358532291395176,-0.9505443981021888,-1.1046057038433656,0.8299054745471035,-0.9176421391768473,-0.6649334778915137,1
-12.013783144286146,-9.464986448167986,-0.5070236913556176,-1.9115436178616785,-2.3298085304821607,-2.8065810017937363,-1.3430993197035472,-0.15908819509307912,-1.5300438891317976,-0.4462765386769699,1
-15.239160299008333,-8.668181538138482,-1.661729492406097,-0.7920950518776698,-2.318390675157475,-1.0464407176687558,0.6323368798958039,-1.0556596436980874,0.22363403671790036,-0.4108820441588811,1
-12.856608699372364,-10.394942682086924,-1.3391998001745773,-1.856016681489088,-2.305814202128127,-0.7670316330631749,-0.21294832823772916,-0.2053326503081468,-1.9511893186134588,-0.41723573818064563,1
-15.515329600395805,-10.495127809767848,-1.9393972927921979,-1.0242488661294387,-2.2288370019823973,0.348259661732059,2.041369706159371,-0.8535051263427323,-0.029981947411826356,0.7821016097309897,1
-15.011261295698695,-8.910826971200656,-1.9411255964635066,-1.2804457923912675,-2.571240569739969,0.6005760400228376,1.695455475263697,-1.4267195366375671,-0.8367771946304398,0.7734572159408287,1
-15.531406201159871,-10.350961553383287,-2.1653258072663393,-0.3976684212248174,-1.5102698105288177,0.19283422975523287,2.593372694426256,-0.7355087277940698,0.012970967164989891,1.1274180262735016,1
-13.713121479401433,-9.229958610241214,-1.9265620635255307,-1.290256654085121,-2.0288056983222216,-0.021239829483490572,0.3402080541260192,-0.3530128371715823,-0.13799354315526305,-0.8347597121123438,1
