mz,importance,importance_std,rank,adjusted_p_value
176.0148842056091,0.03327458926138396,0.11002960736885856,1,0.0
545.1169753871175,0.028636474729030515,0.09737095102287585,2,0.0
198.00912122355055,0.027163135608382197,0.09518455361438992,3,0.0
376.1328524092112,0.025248566807627607,0.09407727212798862,4,0.0
191.99276042492085,0.024488257057334505,0.08616165914442127,5,0.0
193.01192536895104,0.02236000099673018,0.08260282870159949,6,0.0
333.1635433173584,0.02123397446631408,0.08922080750302083,7,0.0
336.12240928389764,0.02034059079234196,0.0790445033410334,8,0.0
314.1281722659561,0.02008189074280108,0.08643324593184479,9,0.0
160.00413169778022,0.0159105226726137,0.08260513962652245,10,0.0
199.02828616758077,0.015589285202764001,0.07540837223856643,11,0.0
791.1631186491115,0.015165963864725043,0.0750742073823073,12,0.0
748.588325019464,0.014955360993103057,0.07179576167394888,13,0.0
180.3545542898666,0.014720461076088749,0.06953296711504738,14,0.0
179.2367604802851,0.014714248390397998,0.0726901486926456,15,0.0
718.1777581411443,0.014117519525912598,0.0667978388069333,16,0.0
234.0415334382948,0.013837059284327087,0.06584574602189866,17,0.0
157.07814201975813,0.013802899221148655,0.06944960504002254,18,0.0
297.1968836796484,0.013565004122972155,0.06601451318029711,19,0.0
177.03404914963926,0.013469915256762537,0.06800325810248972,20,0.0
156.05897707572797,0.013459023572985163,0.06818342708466095,21,0.0
550.1470475302341,0.012483547405918059,0.0701551488421451,22,0.0
155.00693584318068,0.01108265020548235,0.0520209014818181,23,0.0
846.1322730497068,0.010395290662569966,0.05900467395959827,24,0.0
651.7676553365975,0.010158928964586233,0.05935990292528109,25,0.0
755.6567270506409,0.010041977285519858,0.06221114246289162,26,0.0
878.31815950795,0.009754949238858036,0.0649424161510756,27,0.0
161.02329664181042,0.008713389154448203,0.05431488361976983,28,0.0
401.4804708558972,0.008593578314856446,0.05474557361762244,29,0.0
184.5298429315386,0.008591593333235344,0.04809441456786219,30,0.0
1383.528085150262,0.008576992949551507,0.062124687026140345,31,0.0
463.5509035761864,0.00853451032967077,0.05920489909131906,32,0.0
617.7078204328795,0.008375905889585214,0.0583019160629235,33,0.0
105.03497729718508,0.008266244219588216,0.058219751014081944,34,0.0
1663.831321047077,0.008193762085380356,0.055610828433115315,35,0.0
672.0523253516496,0.007863078929417271,0.05656340829155269,36,0.0
730.9666343742972,0.007738789991868968,0.056100360276814774,37,0.0
737.7062735203031,0.007657336231274689,0.05210282466537666,38,0.0
964.6184168653438,0.007603854858597822,0.05440249477360362,39,0.0
255.8056364366165,0.007507765132023482,0.05192436119013159,40,0.0
280.7587394210973,0.0072523299959557815,0.05130604481928132,41,0.0
194.52423464073772,0.007230097660735012,0.04108929337709144,42,0.0
288.22165691447947,0.007209773683788128,0.04929714770571511,43,0.0
285.2299146594232,0.007180205260097959,0.041535580626680606,44,0.0
373.1082338656378,0.007120914789095817,0.048191969371593334,45,0.0
