component,explained_variance_ratio
PC1,0.06496652450766094
PC2,0.020731138951338747
PC3,0.01135985326353456
PC4,0.008493546716219585
PC5,0.0072408561485794816
PC6,0.007114534940915766
PC7,0.007104830374722998
PC8,0.0070641079369607
PC9,0.007030593732126777
PC10,0.007012232095742062
