component,explained_variance_ratio
PC1,0.39234437360386154
PC2,0.1161652653908016
PC3,0.04247506543129836
PC4,0.033754303974786834
PC5,0.012181770508292904
PC6,0.008427639172026383
PC7,0.0072344819905510475
PC8,0.005818600703216535
PC9,0.004930846776777207
PC10,0.004503847734815066
