component,explained_variance_ratio
PC1,0.39832540948334644
PC2,0.16106125765164758
PC3,0.05200274171461478
PC4,0.048471678521775904
PC5,0.015353951161991607
PC6,0.011097593907586535
PC7,0.010811037913586303
PC8,0.006828589643544654
PC9,0.006404329115409291
PC10,0.005976655143304509
