mz,importance,importance_std,rank,adjusted_p_value
176.0148842056091,0.0421438746029942,0.10732758053996902,1,0.0
361.1412648454125,0.03360096295458152,0.0952591823720656,2,0.0
258.6987498261216,0.03161841783463774,0.10260090385281549,3,0.0
256.75904880361253,0.02511493879397513,0.0836975368155916,4,0.0
1749.2110423259917,0.024754479991493362,0.07983116718180056,5,0.0
374.127398809668,0.02470774204980559,0.0851094911861674,6,0.0
262.6439044481739,0.0214861760598785,0.07613360478088153,7,0.0
158.98496675375006,0.01969602293154129,0.07630047458514937,8,0.0
273.75608996695445,0.01925353448634923,0.07566197554479753,9,0.0
230.4908942784477,0.017415008358910765,0.07644726552837039,10,0.0
545.1498516756345,0.016983607371449702,0.07091491572246697,11,0.0
218.65543041229083,0.016904504028411385,0.06985226780920278,12,0.0
438.367666572086,0.016405042118163266,0.06911368275324496,13,0.0
1986.873732016125,0.01551039002273181,0.06492421971968038,14,0.0
291.6407909202581,0.015500862213011496,0.06689425154488844,15,0.0
247.71806946140936,0.015481717428905051,0.0645322246525975,16,0.0
242.32635814460457,0.014982534793320497,0.0632167485842109,17,0.0
234.5018014775342,0.013762095128492316,0.06610171761095814,18,0.0
245.6468632848319,0.013430065552190706,0.05840030940774655,19,0.0
279.67382190003286,0.013310503430074436,0.05916860979579285,20,0.0
1942.8852579802417,0.013175739692335518,0.061023641862472805,21,0.0
1826.766206937836,0.013121012753987176,0.05983544585795329,22,0.0
386.1601204069274,0.012330490111579811,0.05822812187814098,23,0.0
284.3093785809443,0.012108512509371899,0.05327618177480352,24,0.0
222.56770874582605,0.011332886127805255,0.05550718426633053,25,0.0
313.1418836104431,0.010827810532246233,0.057046432582719075,26,0.0
776.7304279901036,0.01024305677891256,0.05586896885052042,27,0.0
377.1520173532414,0.010149296044791957,0.04852873917960275,28,0.0
236.54013136559456,0.010030578763292277,0.0572999178991841,29,0.0
301.7995640720428,0.009806266849315872,0.052549437692289286,30,0.0
275.6629147009464,0.009778113691630315,0.0513626809454376,31,0.0
194.52423464073772,0.009752709352417075,0.05318011399382476,32,0.0
169.0779873285005,0.009468691227135555,0.04943781356674874,33,0.0
851.2609740583748,0.009448039810297801,0.05194318346192447,34,0.0
875.2935409643765,0.0089765830219463,0.050892508692,35,0.0
191.00647176940777,0.008942190273122123,0.04911634444686981,36,0.0
296.6708630633748,0.008772239571934215,0.049196029896786,37,0.0
338.9497700963684,0.00873716785365941,0.048432321346620184,38,0.0
1924.8690518728697,0.008707379968447436,0.04766495129224632,39,0.0
1766.7669803941244,0.008631180491956882,0.04785555243971732,40,0.0
205.60354387100125,0.007432405111501644,0.04859789050446633,41,0.0
551.1662124742643,0.007398047660742099,0.04610152697121194,42,0.0
105.03497729718508,0.0072570710587927245,0.04206268142300723,43,0.0
917.0793036696136,0.00715428264948117,0.049997276985142225,44,0.0
951.5007777470198,0.007038828788890255,0.048229364400246985,45,0.0
184.10245118081627,0.006951662062061974,0.04431592342072577,46,0.0
354.6646360075434,0.006949813038220315,0.04594439964463884,47,0.0
970.536148798422,0.006906594857147114,0.04884594291913547,48,0.0
202.21728615373968,0.006813838313825259,0.04159743560537748,49,0.0
348.6482752089137,0.006787587729569677,0.045150327693873046,50,0.0
423.57333673939,0.006716339405104812,0.04680951758480825,51,0.0
1542.8794555926572,0.006701769545391344,0.04788617467764449,52,0.0
998.5467466149933,0.006658351393896762,0.044704789012244804,53,0.0
232.52922416650807,0.006627623849008846,0.0454743082058126,54,0.0
104.0158123531549,0.006546056888045626,0.04311255172343893,55,0.0
203.7295954255264,0.006405092772436111,0.04301688377053471,56,0.0
215.53218300316612,0.006373747626909447,0.044340354763782605,57,0.0
517.7967796294054,0.006335693399317546,0.038427631162533206,58,0.0
185.5161315870517,0.006323008415439115,0.04395727968717535,59,0.0
571.1549958926626,0.00629465171034777,0.04080751559306586,60,0.0
406.576295576048,0.006259299950152093,0.03885152383601599,61,0.0
105.98838966418104,0.006233564774601855,0.04368574930320966,62,0.0
163.12737910690498,0.006050830374605496,0.039924847174932505,63,0.0
472.2302437447015,0.006046984522859453,0.04035933565307503,64,0.0
396.1216358276095,0.005976057282886352,0.039397653858358105,65,0.0
341.05385256146303,0.005932508389694051,0.04077108941587879,66,0.0
445.5675737573314,0.005928911710504656,0.03959818520556751,67,0.0
147.0508740220419,0.005870714408516811,0.038632361467347415,68,0.0
133.04557511375629,0.005542444449069896,0.03730489518316119,69,0.0
228.32105923631897,0.005521096538365356,0.03832250400491336,70,1.2365041322539847e-27
196.56256452879808,0.005367440511854668,0.037431056243847315,71,0.0
162.1082141628748,0.00488050097952658,0.035633163260241206,72,0.0
193.01192536895104,0.004743990906871232,0.027427956196931915,73,0.0
298.18317233516154,0.00443559695554661,0.03053863422417664,74,0.0
537.1609135659787,0.0044201492859166575,0.03000718603660322,75,0.0
333.1964196058755,0.004366532221201188,0.032949988790661466,76,0.0
637.2034595235211,0.004155792898203083,0.038927083933447564,77,0.0
170.03139969549648,0.004115935685731241,0.029499333291350027,78,0.0
294.172265136075,0.003935747228506855,0.03622352807174047,79,0.0
891.2714171836883,0.0038943621202408075,0.037630854672447776,80,0.0
1568.9174760982023,0.003847330494805561,0.0356939506065823,81,0.0
264.71511062475133,0.003771233971518968,0.03240536542642826,82,0.0
819.1737164656827,0.003661875354509142,0.03498361968380828,83,0.0
198.53514183982423,0.0035698037208452484,0.0351554497247627,84,0.0
187.0613171473555,0.0035603278952802825,0.03346006931743697,85,0.0
251.9919869686327,0.003556775814094833,0.028829271866765007,86,0.0
651.6690264710462,0.0035443569882744946,0.03426402841759534,87,0.0
254.0960694337272,0.003472138742038155,0.028308498084037185,88,0.0
410.5872027751345,0.003430244436506733,0.031932273745417496,89,0.0
1786.755763812523,0.0034231489755804983,0.027276215259889765,90,0.0
960.7061385318084,0.003409644662411988,0.03346753812771987,91,0.0
319.3226258516584,0.0033909656004823957,0.032993377644531564,92,0.0
843.2062833716845,0.0033855248035546638,0.02826120275155425,93,0.0
678.1015624387965,0.0033818564803529934,0.03261957615313506,94,0.0
177.03404914963926,0.003379667755028957,0.0253211438300472,95,0.0
286.6435950656586,0.003379303656874705,0.03128338374515432,96,0.0
148.037162677555,0.003347150139409009,0.03092179568024169,97,0.0
316.1665021540165,0.0033282360774291907,0.0313754285248088,98,0.0
157.07814201975813,0.003324267722215302,0.028767212932070362,99,0.0
1807.763712174951,0.0032923756433419315,0.02932094582024527,100,0.0
