component,explained_variance_ratio
PC1,0.4236279998857991
PC2,0.2016909180235214
PC3,0.06161760284078675
PC4,0.03647755458416466
PC5,0.026326126991834158
PC6,0.021416995414514983
PC7,0.010540768160560097
PC8,0.010101704308006634
PC9,0.008172791204086993
PC10,0.005537015850752437
