mz,importance,importance_std,rank,adjusted_p_value
720.1503354521703,0.048345798630133684,0.10636735133778558,1,1.1344639305857305e-104
391.1244399730099,0.034178120963959696,0.10572357958260171,2,1.1266522613369733e-160
193.04480165746813,0.03222320850179484,0.10391016140894835,3,9.255099567986683e-126
782.1221393069084,0.029682406220184573,0.09549224754094822,4,4.833795901177082e-45
393.1298935725532,0.029641126936635995,0.09491051481734199,5,6.22337017241773e-148
346.1496772816139,0.028512725261181253,0.08425172719036433,6,5.035553207712973e-115
572.1741608366926,0.02693496461922342,0.06989203958261885,7,1.6161479598970293e-106
523.155614657693,0.02659318475588181,0.08444317764869022,8,1.0402561887718229e-118
368.1439142995554,0.02637516046510088,0.0796798226991336,9,9.613935222001418e-119
504.18599618332496,0.02487583131749663,0.08327757437660482,10,5.051778787906371e-98
197.02283256803756,0.02432520290942108,0.08450593226069254,11,3.305194370960307e-69
699.142387089742,0.023873263525554266,0.07328764855012093,12,1.7181842508706378e-101
195.01737896849423,0.023687765117028053,0.08086651449892085,13,2.2768227463669655e-175
567.144088693576,0.0226312542615644,0.08422843890222524,14,9.123777622878484e-110
544.1635630201215,0.02102852903421149,0.08129583267718354,15,2.84564304240421e-113
341.05385256146303,0.01961592306791676,0.07509386851856499,16,4.5689021971479105e-87
361.1412648454125,0.018239418465092975,0.06879023238978142,17,2.8850570534960267e-60
375.14656375369816,0.018046048090935227,0.05870472532444623,18,3.329343072309605e-75
562.1140165504594,0.015929722617959757,0.07010728870609474,19,3.5515664884984384e-143
138.99618333535182,0.01585942119757137,0.0456887461588746,20,7.09508771390938e-46
194.0310903129812,0.014599101831011874,0.0678316640318654,21,5.357500791615311e-166
396.15451211612657,0.014256708984790449,0.04588595913105618,22,4.257280945383308e-92
748.1609332687417,0.013617945274131184,0.043176359880497936,23,2.0405436624291897e-85
955.084293195384,0.013429546175048037,0.054297817556596684,24,6.3925681594006335e-49
589.1383257115175,0.013129979995045272,0.05531422259622053,25,6.024675615231119e-70
