mz,importance,importance_std,rank,adjusted_p_value
347.1485013370089,0.04579131630798647,0.1134537490988767,1,0.0
406.5696516972612,0.0399132946081791,0.10807027709569704,2,0.0
378.1317571618886,0.0302881377000157,0.0946868691927198,3,0.0
158.0483044091497,0.03007108920293993,0.09540767993051603,4,0.0
1888.376371618886,0.0264335411491538,0.0892339814072715,5,0.0
146.13251165206626,0.02446664245627801,0.08498979491097983,6,0.0
545.1345256500977,0.022987051549419157,0.08380637943602501,7,0.0
567.1769649820931,0.022959135771822868,0.08242670625648296,8,0.0
264.7479869132684,0.022818972244042786,0.08245137656312958,9,0.0
891.3042934722055,0.02279336006382505,0.08299250771273534,10,0.0
453.8195221751241,0.019796443020647217,0.07832089164197589,11,0.0
510.6790631654527,0.01972708809839931,0.07798579503268493,12,0.0
1826.766206937836,0.01869561348535263,0.0742750029672536,13,0.0
625.4337482343985,0.01648060471719117,0.07175009631480866,14,0.0
1924.8690518728697,0.016185521780902084,0.07040240853001516,15,0.0
783.6837630114708,0.01597445708062248,0.06634579819669476,16,0.0
397.1408007716397,0.015888256227099485,0.06743230689829341,17,0.0
423.754156326234,0.01575843733254126,0.06871927418438044,18,0.0
295.6445287251633,0.01494692312545229,0.06463744256322271,19,0.0
264.7030105053721,0.014319210003006138,0.06254025514932228,20,0.0
712.9339901226665,0.014215810721876974,0.06412225182996206,21,0.0
1986.873732016125,0.012803813396528672,0.06269628989455961,22,0.0
390.1024415185137,0.012283234511318741,0.06014319827909693,23,0.0
196.5625645287981,0.012017635696615672,0.05890416102241689,24,0.0
413.1062059049464,0.010979549413462675,0.05343093434588596,25,0.0
1942.8852579802417,0.009723664175449436,0.05528783127081548,26,0.0
124.00987772733956,0.009690616336980427,0.05510326039489231,27,0.0
602.3381555511342,0.009553280570727027,0.05410613009817724,28,0.0
642.4307893977405,0.009077962323249639,0.051622925877029095,29,0.0
296.2105950241354,0.009059375080948728,0.051591035773176086,30,0.0
483.17804782089655,0.00901734352121612,0.051341740035473434,31,0.0
664.9181707434384,0.008851033519754959,0.04831609937345623,32,0.0
386.6368265904255,0.008528929291923448,0.04844144689820016,33,0.0
