mz,importance,importance_std,rank,adjusted_p_value
166.08624507344416,0.029867321769135962,0.0708279355173614,1,0.0
784.6864898112424,0.02526271336477775,0.058213914882272524,2,0.0
333.1635433173584,0.021816311511377383,0.059016436298744736,3,0.0
157.04526573124105,0.02041326869762268,0.057656282754136874,4,4.9194913074862543e-116
341.05385256146303,0.020363151112114345,0.059040893096145006,5,0.0
361.1412648454125,0.019890840457983453,0.04789539778181115,6,0.0
277.142347684216,0.01859485394306487,0.051990721899109395,7,0.0
655.2525419194103,0.0183529447936789,0.053163529870317944,8,4.5745376896546365e-284
148.037162677555,0.018051311253816635,0.05201426669424214,9,0.0
393.097017284036,0.017873338684528717,0.0435528071257626,10,0.0
374.127398809668,0.017545921310480727,0.04922278810425112,11,0.0
377.1191410647243,0.01751391108166086,0.04259501877962741,12,0.0
179.2367604802851,0.016789362819958548,0.05621867086508568,13,0.0
438.3347902835689,0.015540663702943786,0.04666220044066571,14,0.0
390.10527502897975,0.013783417089509102,0.044662884722107526,15,0.0
147.0508740220419,0.013279880607850852,0.045610960598171386,16,0.0
1518.3208680703815,0.012878439897119603,0.03712625255267049,17,0.0
545.1169753871175,0.012517433898404104,0.039587085836076945,18,0.0
182.06412129275597,0.012431822134174706,0.041416343083819675,19,0.0
396.1216358276095,0.012291720824775062,0.045985656047271804,20,0.0
903.8630356857384,0.01213373513681032,0.03903697541818402,21,1.0000529976906495e-266
823.6448917040086,0.011968302302374398,0.04016157765605002,22,0.0
800.1383454142806,0.011584930005387913,0.040101179401297364,23,0.0
769.6291496704096,0.011567471036008959,0.03901237328200997,24,0.0
550.1470475302341,0.011372760434281348,0.04432485717773851,25,0.0
195.01737896849423,0.011209199839715758,0.039284801261328973,26,0.0
314.1281722659561,0.011180874411509348,0.04577621446609021,27,0.0
193.01192536895104,0.0110957496879101,0.03379684964909515,28,0.0
553.1387897852903,0.009031590356919184,0.033368191299934055,29,0.0
158.98496675375006,0.008724375554695813,0.03315128384716513,30,0.0
199.02828616758077,0.008579409855874921,0.030252341715448182,31,0.0
132.02641016972612,0.00826002217801191,0.027964902926973192,32,0.0
251.9919869686327,0.008197639643337555,0.03819790044665572,33,0.0
184.10245118081627,0.00788498626703868,0.03034469283639246,34,0.0
180.3545542898666,0.007864252762984771,0.035131260669838286,35,0.0
217.01161598643571,0.007787145836616443,0.025731408221912895,36,0.0
305.3830795204069,0.007753233583462266,0.029669135933582665,37,0.0
162.1082141628748,0.007714477018762283,0.031888007246733116,38,0.0
326.48965674838666,0.007638076865942054,0.03244224941217957,39,0.0
