component,explained_variance_ratio
PC1,0.5522592466138927
PC2,0.09370150526741375
PC3,0.024894906757235855
PC4,0.01946710046138246
PC5,0.017062395933821563
PC6,0.013533866435009432
PC7,0.011044584156148509
PC8,0.009383590467061059
PC9,0.006830762759784751
PC10,0.006665965555127828
