mz,importance,importance_std,rank
314.1281722659561,0.036520302509117225,0.10289042300231625,1
229.47172933441755,0.03231881248552117,0.09570273048799303,2
213.52672940362288,0.03152504854555505,0.09397174653698956,3
261.6247395041437,0.025716361643736217,0.09555345107254827,4
876.2469533313724,0.022211904943016104,0.07937433901598918,5
179.2367604802851,0.020238692670352297,0.07932501829411036,6
160.00413169778022,0.020162119808406473,0.07793862924756378,7
572.1412845481756,0.020148519843427467,0.07728623966262181,8
868.2251389331996,0.019979255663224376,0.07906111307006924,9
336.12240928389764,0.019928584872899346,0.07700802398395619,10
1003.3795610270074,0.018866081093335665,0.07502120856385558,11
1150.1393129673522,0.018614519935189845,0.07249709279147037,12
376.1328524092112,0.017119994467578312,0.07087390016481976,13
602.5518514264952,0.017059582484677892,0.07257288838544455,14
235.48809013304728,0.016031300115425515,0.06662182841611385,15
297.13113110261423,0.01583374198745189,0.06836983446130042,16
292.65995586428835,0.015823264624825424,0.06891212487863445,17
367.58501739476463,0.01539706904051311,0.06725204241613508,18
740.1062425820517,0.015165587908858878,0.06579214665460098,19
893.2768707832315,0.014977996050637004,0.06388101174455386,20
427.2883573418225,0.013935809835877798,0.06543725094317894,21
357.13035764632605,0.013619671065674738,0.06562004909639152,22
199.02828616758077,0.013512189917330457,0.06474258909166303,23
202.21728615373968,0.013392710630285222,0.06088990350139273,24
333.1635433173584,0.01320643332117145,0.06379068138780236,25
551.1333361857471,0.013199422060270947,0.06345809467235088,26
288.386038357065,0.012869953850089684,0.061774261903274036,27
218.65543041229083,0.012846070765992899,0.06163712605466641,28
282.8628218861918,0.012418118573566672,0.059652134138566716,29
177.03404914963926,0.01227486847182579,0.05981250343210051,30
301.7338114950086,0.012261005301007497,0.058058862963937134,31
256.7261725150954,0.012090931990553073,0.0593458693989734,32
1115.4877048703263,0.01050685796723027,0.056938396483550466,33
406.576295576048,0.0104807215464185,0.05587913223325628,34
340.2319453485354,0.010274383319754778,0.05715232626111433,35
124.99088442706622,0.009925108139672295,0.050376770668342924,36
126.89770916105816,0.009794817645879323,0.05322633187031386,37
273.72321367843733,0.009645843089824363,0.05348103371272391,38
178.02033780515234,0.009572000742603497,0.052342405997687386,39
397.2394296371909,0.009077408081245098,0.05159368009019267,40
957.352757103064,0.009063167412438431,0.051252692700011995,41
203.7295954255264,0.008934726731977252,0.05030074361994144,42
268.791770400872,0.00857992009982773,0.048796065137942914,43
290.621625976228,0.00856209563247242,0.048778788861443545,44
105.95551337566394,0.007323801625772689,0.03951378557812429,45
628.9843873942455,0.0071683533112073565,0.04683285817697655,46
410.5872027751345,0.007151567879627198,0.04686652020372022,47
176.0148842056091,0.0070739213892969536,0.04610643199635936,48
316.65964648177305,0.007035958022769825,0.047036178067144906,49
205.60354387100125,0.007021819522190116,0.04640929927308034,50
686.0576242599352,0.007019641110337653,0.04659054816188629,51
844.1596957386805,0.006908228108266317,0.04595863354946419,52
158.98496675375006,0.006854393500072216,0.047309931199619355,53
511.1557693489507,0.006854164716267135,0.04555301551797527,54
242.32635814460457,0.0068477561565983384,0.043588005566106286,55
423.5404604508728,0.006843849537337407,0.04627000475129807,56
501.1613776397516,0.0068351642631759215,0.042665452245203773,57
974.4484271319571,0.006697243633196911,0.04653577368563034,58
330.138924773785,0.0066623090302032305,0.04585917230673123,59
820.1271288326789,0.0066008862344391316,0.04172136962202668,60
725.3447890378727,0.006592576254680905,0.04332591084298712,61
361.1412648454125,0.0065282217326080375,0.044049881575230064,62
545.1498516756345,0.006464065561916687,0.04310292008464815,63
233.48263653350404,0.0063876832660875495,0.04445378344576743,64
533.1500063668922,0.006347574393738902,0.043055204009719045,65
125.97717308257928,0.006261272344920696,0.04065060390865647,66
180.3545542898666,0.005962056117040133,0.0410933812755916,67
263.6301931036869,0.0059050871806659985,0.04151668035620753,68
122.032018460527,0.005892518489772085,0.040453749016039924,69
275.6629147009464,0.005851277191541042,0.04125325227027257,70
852.2472627138877,0.005446691792042499,0.03745692826402025,71
1099.7399626706344,0.0040988724677863105,0.033406016803063314,72
247.12629626810156,0.004024762043211732,0.03522590791632593,73
537.1609135659787,0.003838487964635068,0.03199309626965003,74
116.01565766189728,0.0038039226092420942,0.03138860683034656,75
812.2039433000571,0.0037722263617272927,0.03743496517280615,76
220.5622551462828,0.003760771265148481,0.033173182982302936,77
860.2690771120608,0.0036870104086164104,0.03315148711782697,78
596.7656246474853,0.003673152953876504,0.0354705275546348,79
621.5543461893803,0.003640888044863289,0.033196389752901644,80
691.8109747504282,0.0036103438277747635,0.03320794835576344,81
138.99618333535182,0.0035829887904402628,0.03531440148863051,82
1022.513560943961,0.0035635493340991993,0.031442250981667336,83
182.06412129275597,0.003554150971156535,0.03275232280836112,84
653.4443460509697,0.003534012124137119,0.03298571956815873,85
186.0421522033253,0.0035228882468770566,0.033177199584051104,86
245.6139869963148,0.003514872429565316,0.034310935967554114,87
445.5675737573314,0.0035103036480073247,0.03322836751756281,88
636.1514182909739,0.0034558150323319493,0.03317316907643336,89
169.0779873285005,0.003438810161162532,0.03395543689047869,90
430.5759861935328,0.0034056221003480737,0.0331217478984995,91
215.49930671464904,0.0033429253448095273,0.03292959593702549,92
354.1386153912697,0.003339259654238484,0.03169938706731051,93
400.3955533348328,0.0032898298158604788,0.032535124739564304,94
102.04323504212876,0.0032619213342942295,0.03037973185755887,95
198.00912122355055,0.0032587464474037268,0.03172928526911018,96
207.05010056575367,0.0030299630811742497,0.02885132236968734,97
156.02610078721085,0.003023591640951231,0.02976463362371431,98
137.97701839132165,0.0029968800749731635,0.029611017440296608,99
319.28974956314124,0.0029841598708668943,0.028916079804378835,100
387.1135327739234,0.0029338002428944197,0.02767107925863478,101
1597.9143625702866,0.002899693607407457,0.028804207254190833,102
131.04012151421304,0.0027010179374743408,0.02607445833913324,103
103.02952369764184,0.002700415380015314,0.02552131449273096,104
761.1799435215141,0.0025653695174343173,0.025466445950056076,105
383.0697492863199,0.001339056181888118,0.006651089037570012,106
448.82232632052455,0.0012804865819239584,0.007347528062570045,107
642.3650368207063,0.000972313889777022,0.006052188037227789,108
195.01737896849423,0.0007737160578238134,0.005044296365522792,109
1588.2816100347757,0.0006802863976505567,0.0037868137120479557,110
