component,explained_variance_ratio
PC1,0.09943233862032218
PC2,0.06221995169022095
PC3,0.02249211753819522
PC4,0.018578612169070568
PC5,0.009653036367428116
PC6,0.008348661232219053
PC7,0.008049484394331317
PC8,0.007254888487473085
PC9,0.0071511958679172285
PC10,0.007035477088681082
