component,explained_variance_ratio
PC1,0.10227870004494669
PC2,0.042695539324557504
PC3,0.024433584584144907
PC4,0.01924186171359778
PC5,0.017281756870362753
PC6,0.012396945708769445
PC7,0.01112359909662526
PC8,0.009819005953870003
PC9,0.009474552362845074
PC10,0.00935299049284081
