component,explained_variance_ratio
PC1,0.41774000346809353
PC2,0.26325778367421887
PC3,0.0654427733939679
PC4,0.03640439732875094
PC5,0.021100110366689174
PC6,0.01491270184839614
PC7,0.009388718074232971
PC8,0.00802835106944145
PC9,0.007128423608695456
PC10,0.006121483633635596
