component,explained_variance_ratio
PC1,0.48248915628516903
PC2,0.19558209152613257
PC3,0.049046343154443776
PC4,0.03066755296811233
PC5,0.011182942440475213
PC6,0.009140600840993735
PC7,0.007175214170921409
PC8,0.006192609833549352
PC9,0.005628960787621474
PC10,0.004928127622620258
