component,explained_variance_ratio
PC1,0.4232519847431983
PC2,0.20286974126081597
PC3,0.06050912582494926
PC4,0.03518975676963756
PC5,0.025943972566951558
PC6,0.02078756980414108
PC7,0.010744296757695516
PC8,0.009942588800564625
PC9,0.009637259469537638
PC10,0.00762670911526524
