component,explained_variance_ratio
PC1,0.01668092471892233
PC2,0.007643402802439036
PC3,0.007129120390996166
PC4,0.006952630166551527
PC5,0.006460303693717514
PC6,0.006327444663408135
PC7,0.0061004690932190365
PC8,0.00605522746145369
PC9,0.006035486902456878
PC10,0.005981513555050845
