dataset,computer,zarr_path,smoothing,peak_method,normalisation,omp_coefs,bin_tol,dimred,n_components,clustering,n_clusters,run_id,n_features,n_clusters_found,davies_bouldin,calinski_harabasz,paep,runtime_sec,slide,matrix,sample_name,experiment,tissue,filtering,matrix_zarr_path,batch_mode,sample_zarr_paths,sample_names,n_pra,matrix_ratio_threshold,filtering_mz_tol,should_remove_matrix_peaks,detailed_spectrum_analysis,matrix_path,n_peaks_detected,mad_threshold,n_omp_candidates,n_bins,n_filtered_peaks,sample_offset
DHB_160326_DHB_slide_17_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,spca,10,kmeans,6,DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_spca10_kmeans6,350,6,1.0844831197645746,64641.2098563626,2.9247058641282035,217.42878760001625,160326 DHB slide 17 50 um,DHB,160326 DHB slide 17 50 um,liver_mosaic_PC,liver_mosaic,,C:\Users\i6338212\data\spatialdata_zep\160326 DHB slide 17 50 um\matrix 1 slide 17.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 1hnr.zarr']","['31 pra', '32 pra', '43 pra', '45 pra', '47 pra', '51 pra', '31 1hnr', '32 1hnr', '43 1hnr', '45 1hnr', '47 1hnr', '51 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_spca10_kmeans6\DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_spca10_kmeans6/matrix.npy,700.0,,1795.6666666666667,226.0833333333333,226.0833333333333,0.0
DHB_270226_DHB_Slide_7_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,spca,10,kmeans,6,DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_spca10_kmeans6,447,6,1.0317598119851958,79272.05548174826,0.8617469718798356,201.29951559985057,270226 DHB Slide 7 50 um,DHB,270226 DHB Slide 7 50 um,liver_mosaic_PC,liver_mosaic,,C:\Users\i6338212\data\spatialdata_zep\270226 DHB Slide 7 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra second measurement.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\49 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 1hnr.zarr']","['37 pra second measurement', '37 pra', '42 pra', '44 pra', '50 pra', '37 1 hnr', '42 1 hnr', '44 1 hnr', '49 1hnr', '50 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_spca10_kmeans6\DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_spca10_kmeans6/matrix.npy,700.0,,1791.3,222.2,222.2,0.0
DHB_060326_DHB_Slide_11_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,pca,10,kmeans,6,DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering,416,6,1.005239323539198,48883.72557677904,0.4866315623287735,170.0776527998969,060326 DHB Slide 11 50 um,DHB,060326 DHB Slide 11 50 um,liver_mosaic_PC,liver_mosaic,guided,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 1hnr.zarr']","['1 pra', '10 pra', '21 pra', '28 pra', '49 pra', '1 1hnr', '10 1hnr', '21 1hnr', '28 1hnr', '49 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering\DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering/matrix.npy,700.0,,1767.9,219.0,219.0,0.0
DHB_100326_DHB_Slide_4_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,pca,10,kmeans,6,DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering,338,6,1.2149350555854228,45692.52581711837,0.6450950531305076,191.17968060006388,100326 DHB Slide 4 50 um,DHB,100326 DHB Slide 4 50 um,liver_mosaic_PC,liver_mosaic,guided,C:\Users\i6338212\data\spatialdata_zep\100326 DHB Slide 4 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 1hnr.zarr']","['15 pra', '22 pra', '24 pra', '33 pra', '35 pra', '36 pra', '15 1hnr', '22 1hnr', '24 1hnr', '33 1hnr', '35 1hnr', '36 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering\DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering/matrix.npy,700.0,,1777.0,229.8333333333333,229.8333333333333,0.0
DHB_160326_DHB_slide_17_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,pca,10,kmeans,6,DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering,350,6,0.9411784242124708,82220.29906695285,0.7187836445738806,191.78094850014887,160326 DHB slide 17 50 um,DHB,160326 DHB slide 17 50 um,liver_mosaic_PC,liver_mosaic,guided,C:\Users\i6338212\data\spatialdata_zep\160326 DHB slide 17 50 um\matrix 1 slide 17.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 1hnr.zarr']","['31 pra', '32 pra', '43 pra', '45 pra', '47 pra', '51 pra', '31 1hnr', '32 1hnr', '43 1hnr', '45 1hnr', '47 1hnr', '51 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering\DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering/matrix.npy,700.0,,1795.6666666666667,226.0833333333333,226.0833333333333,0.0
DHB_270226_DHB_Slide_7_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,pca,10,kmeans,6,DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering,447,6,1.0411351873006238,91889.8025598565,0.3059246215961439,168.7537253999617,270226 DHB Slide 7 50 um,DHB,270226 DHB Slide 7 50 um,liver_mosaic_PC,liver_mosaic,guided,C:\Users\i6338212\data\spatialdata_zep\270226 DHB Slide 7 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra second measurement.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\49 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 1hnr.zarr']","['37 pra second measurement', '37 pra', '42 pra', '44 pra', '50 pra', '37 1 hnr', '42 1 hnr', '44 1 hnr', '49 1hnr', '50 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering\DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_pca10_kmeans6_guided_spectralfiltering/matrix.npy,700.0,,1791.3,222.2,222.2,0.0
DHB_060326_DHB_Slide_11_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,spca,10,kmeans,6,DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering,436,6,1.0937133600879507,38713.17606344244,2.352362113318289,206.6781070001889,060326 DHB Slide 11 50 um,DHB,060326 DHB Slide 11 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 1hnr.zarr']","['1 pra', '10 pra', '21 pra', '28 pra', '49 pra', '1 1hnr', '10 1hnr', '21 1hnr', '28 1hnr', '49 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering\DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1740.6,233.5,233.5,0.0
DHB_100326_DHB_Slide_4_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,spca,10,kmeans,6,DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering,344,6,1.163504159136343,48479.37694665896,2.8729830085043035,213.60864220000803,100326 DHB Slide 4 50 um,DHB,100326 DHB Slide 4 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\100326 DHB Slide 4 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 1hnr.zarr']","['15 pra', '22 pra', '24 pra', '33 pra', '35 pra', '36 pra', '15 1hnr', '22 1hnr', '24 1hnr', '33 1hnr', '35 1hnr', '36 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering\DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1771.1666666666667,236.0,236.0,0.0
DHB_160326_DHB_slide_17_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,spca,10,kmeans,6,DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering,365,6,1.1179236371624954,59354.12540471722,3.378592950033693,222.36333179986104,160326 DHB slide 17 50 um,DHB,160326 DHB slide 17 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\160326 DHB slide 17 50 um\matrix 1 slide 17.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 1hnr.zarr']","['31 pra', '32 pra', '43 pra', '45 pra', '47 pra', '51 pra', '31 1hnr', '32 1hnr', '43 1hnr', '45 1hnr', '47 1hnr', '51 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering\DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1794.4166666666667,234.91666666666663,234.91666666666663,0.0
DHB_270226_DHB_Slide_7_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,spca,10,kmeans,6,DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering,434,6,0.9762263344699416,60453.620427479735,1.4157906906426196,194.3326389000285,270226 DHB Slide 7 50 um,DHB,270226 DHB Slide 7 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\270226 DHB Slide 7 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra second measurement.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\49 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 1hnr.zarr']","['37 pra second measurement', '37 pra', '42 pra', '44 pra', '50 pra', '37 1 hnr', '42 1 hnr', '44 1 hnr', '49 1hnr', '50 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering\DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_spca10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1785.6,228.0,228.0,0.0
DHB_060326_DHB_Slide_11_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,nmf,10,kmeans,6,DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering,436,6,1.1034792282924746,31137.937733986124,4.243167191374362,221.29238539980724,060326 DHB Slide 11 50 um,DHB,060326 DHB Slide 11 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 1hnr.zarr']","['1 pra', '10 pra', '21 pra', '28 pra', '49 pra', '1 1hnr', '10 1hnr', '21 1hnr', '28 1hnr', '49 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering\DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1740.6,233.5,233.5,0.0
DHB_100326_DHB_Slide_4_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,nmf,10,kmeans,6,DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering,344,6,1.1734749811015828,36697.76358737146,4.810834859088653,224.1265551999677,100326 DHB Slide 4 50 um,DHB,100326 DHB Slide 4 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\100326 DHB Slide 4 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 1hnr.zarr']","['15 pra', '22 pra', '24 pra', '33 pra', '35 pra', '36 pra', '15 1hnr', '22 1hnr', '24 1hnr', '33 1hnr', '35 1hnr', '36 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering\DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1771.1666666666667,236.0,236.0,0.0
