component,explained_variance_ratio
PC1,0.3279983580250418
PC2,0.16340382973838424
PC3,0.04346027214475019
PC4,0.037723655081288686
PC5,0.031177254477120896
PC6,0.025414219505313893
PC7,0.021615461200673192
PC8,0.01783892540657768
PC9,0.01587769127110086
PC10,0.011236912920514949
