component,explained_variance_ratio
PC1,0.27867628996661153
PC2,0.08008659225779906
PC3,0.055948830766668116
PC4,0.02820586346080603
PC5,0.013612760451311202
PC6,0.012203918574753954
PC7,0.010678111710192966
PC8,0.006939909874534192
PC9,0.006385089158171247
PC10,0.005337114591800702
