UMAP1,UMAP2,cluster
0.98410165,4.1039786,1
0.9939041,4.1147475,1
1.080618,4.015186,1
1.1240534,4.055554,1
1.1342214,4.025836,1
0.78911334,4.344763,1
0.8583812,4.276629,1
0.89380544,4.257121,1
1.050512,4.079621,1
1.1295543,4.0732594,1
1.0272056,4.1490307,1
1.3446931,3.7554743,1
1.537915,3.6175954,1
1.3873308,3.7300243,1
0.96956134,4.1781816,1
0.5369251,4.8373456,1
0.53627163,4.8338523,1
0.45527273,4.8533144,1
0.7893646,4.4303393,1
0.8214808,4.3673563,1
0.8138974,4.317207,1
0.8006526,4.402024,1
0.95561963,4.1406693,1
1.2784929,3.7729278,1
1.499189,3.5638804,1
1.2240028,3.8900926,1
1.6146808,3.5808074,1
1.7310382,3.5073047,1
1.5581406,3.6526947,1
1.0841419,4.144473,1
0.969349,4.4861507,1
0.96609485,4.8620214,1
0.5838712,4.3786726,1
0.87158793,4.3027434,1
0.84621805,4.863586,1
0.8897308,4.670733,1
0.6518688,4.862857,1
0.6582009,4.8805776,1
0.8939053,4.1563177,1
1.146118,3.8991354,1
1.1194452,4.007435,1
0.8501429,4.298292,1
1.1049238,4.0928807,1
1.7204691,3.47191,1
1.7731595,3.4117126,2
1.8515091,3.317126,1
1.898443,3.3792963,2
2.1965637,3.3871047,2
2.0314164,3.4107783,2
1.6761532,3.5097756,1
0.95781064,4.0729046,1
1.0906297,4.177265,1
1.1121378,4.794824,1
1.2036325,4.4913125,1
1.2374947,4.4199967,1
1.2493954,4.3244886,1
0.92356575,4.4400563,1
0.9552609,4.8833656,1
1.1449171,3.8984442,1
1.1381851,3.8886054,1
0.98630744,4.05283,1
0.81792116,4.5818367,1
1.228015,3.8369248,1
1.6025959,3.6073039,1
1.6031634,3.5488777,1
1.1588227,3.8342896,1
1.1215968,3.9134083,1
1.1250459,4.0797205,1
1.7050779,3.4815915,1
2.1831987,3.2995284,2
2.2266705,3.3081558,2
2.3581846,3.18922,2
2.4462051,3.2229831,2
2.2668154,3.3708186,2
2.0292614,3.4449873,2
1.4288532,3.706877,1
0.80212766,4.32453,1
1.2203603,4.4320087,1
1.2893625,4.4706373,1
1.2868894,4.509424,1
1.3666675,4.3575525,1
1.1727694,4.1296306,1
1.004311,5.028506,1
1.1067089,5.1551375,1
1.1249052,5.221964,1
0.5267704,4.8562894,1
1.536913,3.5988777,1
1.0000007,4.152124,1
1.1602092,3.854526,1
1.7669113,3.576143,1
1.7339666,3.5704165,1
1.6509199,3.609471,1
1.4906495,3.6311965,1
1.2725885,3.7928903,1
1.4024181,3.6725109,1
1.3395356,3.7705426,1
2.0268202,3.323192,2
2.5062144,3.2803001,2
2.586345,3.2101343,2
2.6222587,3.2032044,2
