SPC1,SPC2,SPC3,SPC4,SPC5,SPC6,SPC7,SPC8,SPC9,SPC10,cluster
-10.496536659912628,-15.993877757502702,-1.7937466037152103,-2.216210601651574,0.47421504940733356,-2.241778347690423,1.2451032051456548,-1.3124890816008696,0.8913813170576019,0.4949331928151087,1
-9.923913634391026,-15.369803818764758,-1.4069705600309153,-1.473468285598655,-0.07346721274705859,-2.1039876855762927,0.8557648672389409,-0.35996972822764234,1.0210710573974209,0.07997766520191123,1
-9.113532190191496,-16.021166664431753,-1.5162501398478474,-2.1902171342741674,0.039949288712137654,-1.9547558728348462,1.2370004732730528,-0.15538627323026177,1.3325960397085674,0.10789838657999176,1
-8.51313942979406,-15.018904996188734,-1.6145678513272994,-1.5512594954671142,-0.694789954059978,-1.5577858520190757,0.9228970053658375,0.9241257790480248,1.3298407898300402,-0.46660745088367633,1
-8.662329513168451,-15.09621774590645,-1.3262086153084112,-1.1416202926543613,-0.5697014810690715,-2.3983115336405607,0.8140270550222668,-0.6544214679940652,0.8159409048428312,-0.29007068028808214,1
-8.968903634123768,-15.489312664377346,-1.6273777971878616,-1.0243870180458559,-0.5500737265649573,-2.3787901756533176,0.6258573865795953,0.07021837762364355,0.9029647878893983,-0.4170508408237471,1
-9.164226143807866,-16.137251735365176,-1.395606025704308,-1.1460168568752296,-0.16934315821273177,-2.5346210812378387,1.0252321362059882,0.1548931523055677,1.1185556565755,-0.10237225313055365,1
-8.718512815094538,-15.822806379883849,-1.5810923776988233,-1.7435479998191172,-0.1421239213574066,-2.221053268134153,1.2314601887654977,0.5542974223730882,1.049359519033254,0.309556304997317,1
-8.51008041261052,-15.765209672537491,-1.6128270455518527,-1.701281085647135,-0.379669337138691,-2.0530481642021496,1.1481177435695242,0.7152170733243048,1.2198803998147691,-0.27952622426422064,1
-7.676798383064622,-15.22130051677797,-2.0229889137214236,-1.334214460832674,-1.2353999509023903,-2.3906907260685144,1.3826368634376738,1.1131548431425091,1.6963739690480137,-0.9412504367525409,1
-8.595396300689533,-15.593657849690508,-2.0369344977039243,-1.8340101117735157,-0.5949616376714236,-2.2604439232734537,1.166773446600652,-0.22543999727852204,1.2326989850998964,-0.21611423298158441,1
-9.182010450521553,-15.965595604084779,-1.7759177441235208,-1.8205575724124516,-0.15822157851697638,-2.37555280517582,0.9019361858375708,-0.44398829530662254,1.3629667584035938,0.1143177184513966,1
-7.878678923179763,-16.730956146340667,-1.4166526141238287,-2.392430429823605,-0.2313977433677217,-2.0386613814622656,0.627792746599968,-1.0333282337343481,0.8353717210791334,0.021623068313152,1
-7.685338794413662,-16.486553489024523,-1.7810063204142224,-2.3037238194561254,0.04681351645642329,-2.152096625929656,1.4202856380399966,-0.5241381385662571,1.1512811624033958,0.011235943322038311,1
-8.287169690524339,-15.998580599764122,-1.7631562333086759,-1.272947408381674,-0.5131328315681094,-2.70275659468214,1.0689497797637462,0.3209543685839623,1.3656141762872456,-0.16294061877624785,1
-8.423723230231847,-15.379808195214043,-0.9220321657360394,-1.0517994849985701,0.15246043051150757,-1.9849582210255774,0.9911522063137319,0.26860772823264645,0.6376007192296029,0.31420218992744586,1
-6.547171882921761,-17.04519773229506,-1.548145236378792,-2.0468594169942214,0.19592731721313722,-2.0637331816002424,1.5919281996933439,0.49417760783843134,0.8428468534600205,0.48562414879717863,1
-7.106068309228044,-17.0102305501225,-1.5998368978555066,-1.5070218216952376,-0.15417716906276405,-2.3328847299888205,1.3289693114707215,0.7218374977379384,1.1218119514575309,-0.11647352605421106,1
-7.333173032543733,-16.39030799042864,-1.8115474042769486,-1.2831108391510067,-0.7896309612188517,-2.7935853814073504,1.3336035153604555,1.324612468546908,1.423493613164474,-0.3872116298458244,1
-7.960840279307854,-15.50004692124038,-1.8876778261130198,-1.3323081135636614,-0.37734043741152584,-2.115888488064306,1.1269213397939968,0.22629937429033228,1.2797896677804916,-0.32484517732046053,1
-7.927671475937274,-15.733574248756465,-1.8659125235044924,-1.4024370298384112,-1.1083586711717173,-2.649818421491765,1.2530267100447583,0.6175930390179087,1.4514261487788498,-0.6973641560827047,1
-8.183848137410408,-15.882486315877527,-1.567608021404725,-1.6925369396541043,-0.33531493387186856,-2.2618810372684472,1.1808977865509278,0.23647692230577066,1.2800433566285452,-0.01825003380500856,1
-8.610765029497838,-16.05248162468147,-1.7699360830461468,-1.4577028957690854,-0.6973163727021151,-2.436929245425117,0.9856908156549082,0.28398211852933786,1.0819990956450485,-0.30556918288894697,1
-8.258985252230564,-16.497338379627013,-2.0943690346350334,-1.3064962448237558,-0.6375676292441823,-2.8912902321682026,1.0706663864159307,0.9296419635663378,1.5343063200727245,-0.7117174593971793,1
-7.739346477531598,-16.573637154577625,-1.4298940149918002,-1.8261095619081813,-0.6948834214986995,-1.8492598010021157,0.977924168392599,-0.35919430724843654,0.4382513348779663,0.000943251234272247,1
-7.923075274818126,-16.570946177066936,-1.454113637341528,-2.2167133064055413,0.3089416175705816,-1.9754869725972897,1.04733694798067,-0.5898759862870837,0.5458416226090401,0.09546139784184837,1
-8.196370184416718,-16.12258669817595,-1.8301753529169893,-1.5558547713461768,-0.7404879940866388,-2.5911981106028574,1.068755845959676,0.7298420939282886,1.3314393749182425,-0.5722474385333937,1
-7.865385528605958,-15.820267308182858,-2.087821231131211,-1.5155778758994305,-0.39361266913912096,-2.5227910869028483,1.3252158386323978,0.3026847243248588,0.8903872694017849,-0.3372492670098513,1
-7.621562888236692,-16.078522468580726,-1.329259608054466,-1.3511556108889218,0.45028896921347594,-1.848596866321571,1.2017717708051772,0.28004530476453005,0.709086149754109,0.2542820425332651,1
-7.425707842343506,-15.689780113921461,-1.058497321567878,-1.2202749582534775,0.625075276871596,-1.3522795126280147,0.900321432686005,0.23335814609430483,0.5786810647416527,0.3662241125570861,1
-6.841928496850788,-17.02995313213223,-1.1344484570268683,-1.6715175016662251,0.9935436280662839,-1.183678742922759,0.8729454127704317,0.3531847935990033,1.025815360151088,0.1492084370903387,1
-5.954774465015211,-17.0097428285123,-1.6301148134072538,-1.427464528207441,-0.368142822091988,-2.8751414413625875,1.6844980657555089,1.0696617144675618,1.3394841250695655,-0.14008643951704441,1
-7.212873281036056,-16.214567210009523,-1.5334313137351714,-1.4746500978152985,-0.4139595185800906,-1.8438530285192611,1.5096397412909175,0.2216439781141209,1.0986401540606827,0.1379627395531832,1
-7.373578649753172,-16.26595668681484,-1.5965520867115108,-1.4130281545167627,-0.8473253396679323,-2.356415414668551,1.3343025707131946,0.6523957611391598,1.2004965764965325,-0.5207581469912418,1
-6.982386554357686,-16.128592550402622,-1.6255479381475006,-1.282098590470257,-0.5768521518743668,-2.350342302189728,1.3207436813539681,0.6973102664504593,1.655994861753837,-0.41731815417156903,1
-7.47689678181767,-15.789381746120231,-0.7029160658262179,-1.1492335201992772,0.22180955996000984,-0.8126734895383203,0.7795404598458837,1.1616594621587355,0.627050694888234,-0.16784122675621987,1
-7.5422710451436235,-15.963802227497576,-1.7058180870025317,-1.013626142505335,-1.261307795440866,-2.4921022783123807,1.182599092270061,0.5986551054037079,1.073112959399095,-0.9261156306664571,1
-7.901165330403201,-16.377071409034166,-1.7845933289429978,-1.3306211911479644,-0.9297006130367282,-2.7058820387614624,1.0737788966983346,0.887455513162178,1.2608621173727588,-0.6654081380568617,1
-7.096741254316614,-16.441025379753448,-1.5556540226781395,-1.6552783908255337,-0.3521222682686732,-2.0316990241242454,1.333135136062895,0.6530289869134094,0.976642328852714,-0.6046061340595554,1
-5.414490527691742,-18.145986084462578,-1.1487693947536695,-2.9498157281499133,0.752092461812661,-0.6863765728253787,1.494584435792085,0.22409788476724635,0.5260138479167631,0.2526557638185003,1
-8.189560634112627,-13.76242393616846,-1.0133770098429644,-0.38544041592236367,-1.1388269665030597,-1.6487415127135503,0.15927750997800202,-0.8624372977661108,0.5017989988659355,-0.31792814205432124,1
-7.330639643015877,-14.938808470179252,-1.1037916470851923,-0.890836622377426,-0.9886597644150115,-1.2654984876370117,0.941501950383304,-0.2169700721638798,0.6740736778396917,-0.28150737075410437,1
-7.794469922034784,-15.424101839983457,-0.2231653241477718,-1.5617334810762715,1.6380710888363674,0.5368453433016525,0.4746762050348998,-0.7037386153174938,-0.08918758078088587,0.5030728314342493,1
-6.806873771458335,-14.583425481270812,-1.3111750458108336,-0.5798261955181676,-1.1899144169572091,-2.049330620575816,0.6923426247930596,0.5310442814244993,0.6787085179335003,-0.6442172239509004,1
-8.242688026633715,-13.557048162298567,-1.1095930784348271,-0.5670201264394155,0.6239618498307747,-1.2873344099818327,0.6699665144778523,-0.16016379656063967,0.18286152080282872,0.18019726114133344,1
-7.8680441004229,-12.741431951315722,-0.7987639399922801,0.7619896058016082,-0.34200822071746556,-1.7215392652400674,0.49387126391870756,-0.6111793289009362,-0.18279028785392865,0.26469783729055324,1
-6.846072303844413,-12.685867675408728,-0.28260331576967135,0.3783457653208485,-0.4021569038021942,-0.7973211048781526,0.42584783911705837,0.14844617646684405,-0.14804843109643934,-0.4896648914472745,1
-4.009232110932843,-11.25406724276247,2.460623688861225,0.9715996842998358,0.9770202486772356,4.855692902103616,-1.9786457345940838,2.7121618143636357,-1.2425939800772245,-0.9360254123761887,1
-5.453068999115583,-12.136104009437645,0.5298408355749826,0.7020034828256713,-1.026770062659496,-0.3987712065742368,0.1753137142098088,0.42392988393499653,0.32540657270900497,-0.6541688451735251,1
-7.299391699147434,-13.199314254302926,-0.3714107561303609,-0.5676281701550862,0.4439743699593742,-0.7951686591178123,0.5287075860542,-1.4075581833152409,0.6128469207410648,0.5111808159431864,1
-6.9655634144063345,-13.248776442073703,0.20081865301561852,-0.7477243421942678,0.011463774214487521,-1.058419994357393,1.044278164126645,-0.8827028841381859,0.43762758488098114,0.3840333582056566,1
-7.742926705801098,-12.468128460491911,0.030946222773629295,-0.1155446281466443,-0.4915901199706374,-1.0734131928829995,0.4567870392336025,-0.4981436305642967,0.7087903518838661,0.23152086887354312,1
