component,explained_variance_ratio
PC1,0.47821249107858677
PC2,0.25849939671238137
PC3,0.03277247135283726
PC4,0.02332337530937994
PC5,0.017889864731361987
PC6,0.012426645754852285
PC7,0.010264202178073986
PC8,0.008773563545126905
PC9,0.006819192746141938
PC10,0.005929433558326075
