component,explained_variance_ratio
PC1,0.5298206489061476
PC2,0.15224221511926075
PC3,0.01976794649159273
PC4,0.01559432554972241
PC5,0.010542537949204569
PC6,0.007584318519131582
PC7,0.005638017422100361
PC8,0.005335041788297744
PC9,0.004922335763406866
PC10,0.004207250551382598
