component,explained_variance_ratio
PC1,0.4520944442236623
PC2,0.2507066667337127
PC3,0.032146381150189786
PC4,0.025693330706772172
PC5,0.013832748877535024
PC6,0.011586460688682479
PC7,0.008621486015428224
PC8,0.007145795084077525
PC9,0.00670749954997103
PC10,0.006010983141920384
