component,explained_variance_ratio
PC1,0.10184850518951942
PC2,0.05278539710461444
PC3,0.023610271886821757
PC4,0.023172636138637508
PC5,0.018930183221735206
PC6,0.013676545722210385
PC7,0.012295913344356308
PC8,0.011085813215708252
PC9,0.010230330434364556
PC10,0.008603997811597774
