component,explained_variance_ratio
PC1,0.06899753391024988
PC2,0.05862446467337861
PC3,0.029937054886337015
PC4,0.01824524640316361
PC5,0.016426978959215674
PC6,0.013571012784980355
PC7,0.011482630428942486
PC8,0.010872482657429931
PC9,0.010200111577729223
PC10,0.009507786153375154
