component,explained_variance_ratio
PC1,0.09724658289069428
PC2,0.07385490295935984
PC3,0.037337967298138666
PC4,0.029921243790593816
PC5,0.023080559997706297
PC6,0.01815165665748084
PC7,0.01356050248794827
PC8,0.012046701095560905
PC9,0.010667950926795112
PC10,0.010223760996290417
