component,explained_variance_ratio
PC1,0.3906331582555621
PC2,0.23854170888101917
PC3,0.0600507433458465
PC4,0.02917461530558246
PC5,0.014525471472908847
PC6,0.013522409815747392
PC7,0.010581537860344587
PC8,0.009349886583534011
PC9,0.0072033225210295865
PC10,0.007036855782629978
