component,explained_variance_ratio
PC1,0.4142267137745992
PC2,0.25509785537043145
PC3,0.06266345071157553
PC4,0.0341635219535226
PC5,0.025855798904713935
PC6,0.017745544845206178
PC7,0.013614604537162647
PC8,0.008782052910183493
PC9,0.007533992744591976
PC10,0.0068059869805196975
