component,explained_variance_ratio
PC1,0.007481521918420449
PC2,0.007058610153850536
PC3,0.007027530236955824
PC4,0.007021340184074149
PC5,0.007000325745816976
PC6,0.006993181106449458
PC7,0.006979623269932173
PC8,0.006973157770127891
PC9,0.006969013306073117
PC10,0.006965799578208793
