mz,importance,importance_std,rank
179.03950274918253,0.03712054304446181,0.09377901568641814,1
148.82619360196543,0.02744466543098932,0.08664050867362268,2
238.64421383068915,0.027104216462744878,0.08078641301396479,3
177.03404914963926,0.02453752828267695,0.07739614836450108,4
102.6021319469195,0.02448978490199568,0.06409433617109454,5
1592.4240223879306,0.022064162002006022,0.06947607558419969,6
155.03981213169777,0.019802934478078106,0.0774376699484081,7
308.67070837211713,0.018610148369932387,0.06848843279807479,8
184.10245118081627,0.018584727058676653,0.06567801896572412,9
376.1657286977284,0.01774901982953996,0.06306621998613542,10
276.64920335645945,0.01760817489530937,0.06974248582060878,11
176.0148842056091,0.016639046560062667,0.061650108475825666,12
246.633151940345,0.015614850997737217,0.06353844040847831,13
353.1523267357567,0.015057431560365892,0.060799327007576086,14
459.6386252426512,0.01493530463658697,0.06336479421454635,15
158.98496675375006,0.014302098146315912,0.05351423872615178,16
475.8137591930656,0.014267156866054252,0.06322309867636568,17
553.1716660738075,0.01402524060763702,0.056503366523831054,18
224.7375437879548,0.013552195198036838,0.047556625993509086,19
278.65465695600267,0.012777699839772384,0.05932025506695252,20
292.65995586428835,0.011975829716906423,0.05407276955335464,21
264.7479869132684,0.011548795766717714,0.05251585597496855,22
162.1082141628748,0.011434221032793632,0.04629597804768576,23
244.62769834080171,0.010888530226622532,0.05460669107764564,24
157.07814201975813,0.010714744418343594,0.048748141986576225,25
322.18286295264625,0.01067015894648824,0.05813629098086134,26
178.05321409366945,0.0106470466353383,0.052956525527316056,27
333.1964196058755,0.010598564689638101,0.04237002819916191,28
294.63253317531445,0.010534025513034886,0.04275782650635269,29
202.644677904462,0.010519457824259039,0.04104280278190092,30
136.99072973580857,0.010234973527956501,0.05602156759694722,31
262.6439044481739,0.009987022316483941,0.04847107638303887,32
169.0779873285005,0.00947833741519672,0.043904847139110297,33
156.05897707572797,0.009311101467550749,0.04404670528112814,34
248.73723440543955,0.009038165255141261,0.047618219242477215,35
448.82232632052455,0.008878996740602276,0.0464000378081971,36
540.3499135521377,0.008595441394725489,0.04598208130076425,37
721.1695003962006,0.008407386287488812,0.041292760103753906,38
260.7370797141819,0.008400946294441504,0.039076628307168355,39
240.6496674302324,0.008372021382761956,0.03959875826360476,40
206.5898325265143,0.008109431308004157,0.029461290396330515,41
268.8575229779062,0.008019606645526952,0.02865070025787252,42
324.68146087994603,0.007856864979039792,0.03865168219568831,43
218.65543041229083,0.007416770798717934,0.03057360342821145,44
