SPC1,SPC2,SPC3,SPC4,SPC5,SPC6,SPC7,SPC8,SPC9,SPC10,cluster
-9.292731843404033,12.2811256819863,-0.46279254418894933,-1.6082818135406702,-0.4747912272161875,-1.8487078181594263,0.27838198449908236,1.45415975380849,1.731304384008902,-1.6263968618186493,0
-9.395428187021675,12.699626918334104,-0.35130171942893984,-0.8723174595617722,-1.3447806328023368,-1.9730052086104646,0.448920023437293,1.170630489226201,1.5106374240904437,-1.5465212637471402,0
-9.311809227790281,12.44122521987065,0.05535528041865316,-1.5537509820498052,-2.1345781869784104,-2.138032988836168,-0.6793063141186684,0.8374138091690515,0.9936265095415371,-0.9186991095069785,0
-9.334356169876699,12.280140857841904,0.156466198749702,-1.6542028154343669,-2.101975625449871,-2.2910883101652435,-0.6512927975707741,1.022026789559833,0.9826820762019495,-0.5033421341362432,0
-9.402243142554596,12.039337382776635,0.18312806021425548,-0.824596765233734,-2.1097381683931626,-2.2662050780804037,0.5651164724140869,1.2819122549956006,1.1802647593792608,-1.2034829260324416,0
-8.582938873206169,11.359517251398955,-1.3125708984237858,-2.278663030908076,2.319605288102796,-0.7316243571430034,-0.6318088577443721,1.2804962276432297,1.4805531843343793,-1.708327899358018,0
-8.506141259357358,11.285561062823646,-1.0206670579501038,-1.4145464746306051,1.358592086481841,-0.6510816626608479,-1.0647283103403695,0.9283957640785399,1.6825272232334463,-1.8948481599805018,0
-8.562089424089905,11.01275776593011,-0.8942391414658425,-1.323206985436928,0.7109640901724419,-0.969149419270111,-1.8896684486802648,0.4201710985181043,1.4477571364892907,-2.392194123962598,0
-8.636526421877182,11.696081109383215,-0.44619476177439654,-2.150158527710071,0.004803694502682809,-1.4228298898862923,-1.4113649624639644,1.1064291850101045,1.5582769843497821,-2.0466216503750028,0
-8.545602972945009,11.743878820980147,-0.10025738781628904,-1.9192657424592006,-0.8675011240908094,-2.0488084750888387,-1.6151431271853263,0.8165673453396396,1.2441225154867228,-1.6800624570861005,0
