component,explained_variance_ratio
PC1,0.446764706576849
PC2,0.1951712747440618
PC3,0.038481179926048416
PC4,0.034574878559295974
PC5,0.01915804832605425
PC6,0.017816272843693408
PC7,0.013122422025845315
PC8,0.010051265630499767
PC9,0.00800944040677939
PC10,0.0076212368786498525
