mz,p_value,adjusted_p_value,significant_after_fdr
100.92544123254729,0.002659528584376928,0.003556112084413089,True
102.04323504212876,3.091785774124613e-39,2.598572329204734e-38,True
102.89801854357344,2.5017491101567193e-14,1.0639969107052071e-13,True
104.0158123531549,1.0223001496593763e-53,1.3879690493452302e-52,True
105.03497729718508,1.0339158259156338e-51,1.3034724519579241e-50,True
106.02126595269814,3.7405602524318332e-78,1.886311098726339e-76,True
107.00755460821122,2.8975945578655023e-26,1.598204498322691e-25,True
107.89521439817298,2.5573141881217763e-08,7.585982423588126e-08,True
108.94725563072026,2.168303389297007e-32,1.471944416195853e-31,True
109.96642057475044,6.732320628581016e-57,1.0332648616909125e-55,True
110.95270923026352,0.004316202689421001,0.0055203606861072944,True
112.00475046281078,2.0227060163688745e-42,1.9297708750762504e-41,True
113.02391540684096,1.3188227614739406e-08,3.9452918203415336e-08,True
114.01020406235402,1.213065801190675e-12,4.705628877146245e-12,True
114.96361642935,2.9909257571924473e-05,5.498941626504863e-05,True
116.01565766189728,1.1575926049311527e-34,8.883264990015151e-34,True
117.03482260592745,0.0024863807016422238,0.0033442688525240167,True
118.02111126144052,4.5830834291615264e-32,2.9959786120259605e-31,True
119.0073999169536,0.2938917794234257,0.3033444389955242,False
119.99368857246664,2.535930864701678e-44,2.632892927175566e-43,True
120.97997722797972,3.518952864108499e-06,7.962758724553207e-06,True
122.032018460527,7.34843399055528e-16,3.2424964983325172e-15,True
123.05118340455718,0.0027799845217179758,0.0036892275795731033,True
124.00459577155314,0.0001602542868692408,0.00026311517797600933,True
124.99088442706622,0.22952306314227855,0.23900189170862635,False
125.97717308257928,0.03349923543078099,0.03790137854828747,True
126.89770916105816,1.109066752857754e-26,6.214294662837892e-26,True
128.01550297063963,5.4309645153220015e-34,4.079001008316312e-33,True
129.0017916261527,0.0005281185846639514,0.0008001109887827247,True
130.02095657018288,7.38568603432131e-11,2.6071471701154225e-10,True
131.00724522569595,2.4357893428525898e-05,4.525440200141917e-05,True
131.99353388120903,0.0034033847696274353,0.0044007136398479295,True
133.0126988252392,5.122099922133572e-13,2.0315744634979225e-12,True
134.06474005778648,1.8650756835740016e-16,8.440663029507982e-16,True
135.05102871329956,0.0015335215063778758,0.0021481471894896436,True
135.9715647917784,2.4539593699807405e-37,1.9687446763709123e-36,True
136.99072973580857,4.598023266554923e-22,2.352322047962156e-21,True
137.97701839132165,7.321097112778004e-69,1.72289818720709e-67,True
138.99618333535182,2.7308707321299974e-75,1.0711081871576545e-73,True
139.78521425976228,3.351406723797777e-60,5.3774844250027965e-59,True
140.77150291527536,3.8604232949793526e-44,3.893512637507747e-43,True
141.79066785930553,7.388202599960785e-39,6.065198878572459e-38,True
142.908461668887,6.053205520656651e-10,1.996992101674577e-09,True
144.0591317669856,0.20265253716564918,0.21227402260971562,False
144.91391526843026,0.0032833657403976836,0.004292696690223638,True
146.06458536652883,1.6072166966175993e-18,7.879826304250174e-18,True
147.0508740220419,2.1232571454997834e-25,1.1530919574791131e-24,True
