component,explained_variance_ratio
PC1,0.40264790760937663
PC2,0.23172021098904266
PC3,0.05643036879693949
PC4,0.027550037666123114
PC5,0.01601541464315274
PC6,0.013415814643480555
PC7,0.010076467740891663
PC8,0.008955348917671734
PC9,0.007048146535218767
PC10,0.006820010184802793
