component,explained_variance_ratio
PC1,0.47966941871832025
PC2,0.25200396703804734
PC3,0.03520397705821564
PC4,0.02485608327178477
PC5,0.01858361971355025
PC6,0.012752707701328107
PC7,0.00943875684104426
PC8,0.007481234808395861
PC9,0.0063293440994068645
PC10,0.0057405738462789424
